,filename,split_id,genre,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9
0,blues.00018.wav,0,blues,0.29890013,0.02823423,0.054907348,0.02499627,0.017067868,0.35347643,0.00015643823,0.051626157,0.15205193,0.018583197
1,blues.00018.wav,1,blues,0.357718,0.0887242,0.016177844,0.0026606175,0.001794424,0.4922068,2.0119895e-05,0.0069038486,0.032079376,0.001714785
2,blues.00018.wav,2,blues,0.25975963,0.06073946,0.0412567,0.011133904,0.0032846192,0.5471714,7.5750184e-05,0.027385933,0.040251732,0.00894085
3,blues.00018.wav,3,blues,0.33519104,0.050576538,0.062094036,0.017963711,0.017552387,0.33937645,0.00026771653,0.028502198,0.13293444,0.015541491
4,blues.00018.wav,4,blues,0.27865136,0.057559296,0.071011916,0.030653952,0.026877485,0.3475445,0.00096787745,0.052164327,0.11271878,0.021850491
5,blues.00018.wav,5,blues,0.22931878,0.022685254,0.06391031,0.028056301,0.0223851,0.30612597,0.00014330391,0.06849679,0.23456275,0.024315337
6,blues.00018.wav,6,blues,0.49100527,0.05285743,0.029473923,0.007437668,0.005478327,0.3447635,7.577082e-05,0.0090879975,0.054190245,0.0056298566
7,blues.00018.wav,7,blues,0.25871015,0.08479413,0.028488372,0.004589878,0.0022450148,0.5516238,2.4896897e-05,0.015283293,0.05015037,0.004090098
8,blues.00018.wav,8,blues,0.33615154,0.08506553,0.02760888,0.0056378157,0.003656337,0.45760828,4.262454e-05,0.014367316,0.06482151,0.0050402144
9,blues.00018.wav,9,blues,0.2595628,0.08680471,0.05046377,0.0060903677,0.003544478,0.53898215,8.670458e-05,0.012225371,0.037390124,0.0048495326
10,blues.00018.wav,10,blues,0.256117,0.021235593,0.10419089,0.042680062,0.023266796,0.33269623,0.00038419387,0.059044324,0.12657943,0.033805445
11,blues.00018.wav,11,blues,0.11060299,0.044002246,0.14284766,0.046269603,0.027754225,0.34080088,0.0013269356,0.115803316,0.12527387,0.045318216
12,blues.00018.wav,12,blues,0.19645502,0.14952372,0.052680966,0.008230873,0.014862728,0.41603878,0.00035601362,0.027860478,0.12701946,0.006972044
13,blues.00018.wav,13,blues,0.10424143,0.2676192,0.055844963,0.0035838257,0.0030484633,0.51297516,0.0002126248,0.014116981,0.034227397,0.004130008
14,blues.00022.wav,0,blues,0.30469924,0.10414543,0.021863539,0.007986242,0.02222105,0.2534995,0.00020632666,0.026409248,0.25228912,0.00668029
15,blues.00022.wav,1,blues,0.12888443,0.18093671,0.06063356,0.010197621,0.00869521,0.37607613,0.00022853402,0.04815643,0.16680309,0.01938827
16,blues.00022.wav,2,blues,0.08703057,0.050368283,0.051097326,0.017052501,0.040047143,0.19008277,0.00036946038,0.0934392,0.45010158,0.020411182
17,blues.00022.wav,3,blues,0.068501584,0.004008869,0.010556551,0.0142391445,0.09849563,0.03724297,0.00013843966,0.055505443,0.7026501,0.008661318
18,blues.00022.wav,4,blues,0.46914756,0.04001203,0.031065486,0.01177339,0.014170437,0.28054467,0.00011858022,0.017128501,0.12756035,0.008478996
19,blues.00022.wav,5,blues,0.20272425,0.17631444,0.15873064,0.014717129,0.01659287,0.34405187,0.0028169903,0.0141732,0.05134029,0.018538274
20,blues.00022.wav,6,blues,0.14187431,0.061967935,0.32178664,0.032782186,0.012786266,0.30767295,0.0023191692,0.021949708,0.040184136,0.056676757
21,blues.00022.wav,7,blues,0.15118627,0.102076694,0.16195029,0.011149879,0.0033525666,0.51564,0.0003493506,0.014097845,0.023957944,0.016239172
22,blues.00022.wav,8,blues,0.24694887,0.08955434,0.07928077,0.006956741,0.002094986,0.5396647,0.0001180017,0.00839174,0.019306732,0.0076830518
23,blues.00022.wav,9,blues,0.16462912,0.09789694,0.1486054,0.010124205,0.0047329618,0.5257064,0.00044416648,0.012750906,0.024657698,0.010452198
24,blues.00022.wav,10,blues,0.15131302,0.12171731,0.32938614,0.0225686,0.009643572,0.27965,0.004768409,0.010349882,0.023092322,0.04751074
25,blues.00022.wav,11,blues,0.23872215,0.099847056,0.029654315,0.0031328877,0.001350451,0.59311205,2.7322298e-05,0.008329117,0.023302646,0.002522005
