,filename,split_id,genre,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9
0,blues.00018.wav,0,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,blues.00018.wav,1,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,blues.00018.wav,2,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,blues.00018.wav,3,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,blues.00018.wav,4,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,blues.00018.wav,5,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,blues.00018.wav,6,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,blues.00018.wav,7,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,blues.00018.wav,8,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,blues.00018.wav,9,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,blues.00018.wav,10,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,blues.00018.wav,11,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,blues.00018.wav,12,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,blues.00018.wav,13,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,blues.00022.wav,0,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,blues.00022.wav,1,blues,3.9263307e-32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,blues.00022.wav,2,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5063417e-30,0.0
17,blues.00022.wav,3,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,blues.00022.wav,4,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,blues.00022.wav,5,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,blues.00022.wav,6,blues,1.0,0.0,0.0,0.0,0.0,2.921994e-14,0.0,0.0,0.0,0.0
21,blues.00022.wav,7,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,blues.00022.wav,8,blues,0.0,0.0,3.938585e-33,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,blues.00022.wav,9,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,blues.00022.wav,10,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,blues.00022.wav,11,blues,0.99999976,0.0,2.489607e-37,0.0,0.0,2.2177677e-07,0.0,0.0,4.0743302e-27,0.0
26,blues.00022.wav,12,blues,0.0,0.0,0.0,0.0,0.0,4.3868426e-10,0.0,0.0,1.0,0.0
27,blues.00022.wav,13,blues,0.0,0.0,0.0,0.0,0.0,9.943251e-38,0.0,0.0,1.0,0.0
28,blues.00025.wav,0,blues,0.0014144906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985856,0.0
29,blues.00025.wav,1,blues,1.0,0.0,2.0513423e-15,0.0,0.0,9.9464575e-11,0.0,0.0,0.0,0.0
30,blues.00025.wav,2,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,blues.00025.wav,3,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,blues.00025.wav,4,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,blues.00025.wav,5,blues,1.0,0.0,0.0,0.0,0.0,1.6476994e-34,0.0,0.0,1.4432748e-19,0.0
34,blues.00025.wav,6,blues,1.0,0.0,0.0,0.0,0.0,5.7414806e-11,0.0,0.0,7.9039345e-21,0.0
35,blues.00025.wav,7,blues,1.0,0.0,0.0,0.0,0.0,1.8769102e-08,0.0,0.0,0.0,0.0
36,blues.00025.wav,8,blues,1.0,0.0,0.0,0.0,0.0,3.7919135e-22,0.0,0.0,0.0,0.0
37,blues.00025.wav,9,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,blues.00025.wav,10,blues,1.0,0.0,1.840414e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,blues.00025.wav,11,blues,5.674944e-07,0.0,0.9999994,0.0,0.0,1.1711337e-18,0.0,0.0,0.0,0.0
40,blues.00025.wav,12,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,blues.00025.wav,13,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,blues.00034.wav,0,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,blues.00034.wav,1,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,blues.00034.wav,2,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,blues.00034.wav,3,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,blues.00034.wav,4,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,blues.00034.wav,5,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,blues.00034.wav,6,blues,1.0,0.0,0.0,0.0,0.0,1.5360806e-29,0.0,0.0,0.0,0.0
49,blues.00034.wav,7,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,blues.00034.wav,8,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,blues.00034.wav,9,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,blues.00034.wav,10,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,blues.00034.wav,11,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7074683e-22,0.0
54,blues.00034.wav,12,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,blues.00034.wav,13,blues,2.7077606e-27,0.0,0.0,0.0,1.613583e-10,0.0,0.0,0.0,1.0,0.0
56,blues.00045.wav,0,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,blues.00045.wav,1,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,blues.00045.wav,2,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,blues.00045.wav,3,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,blues.00045.wav,4,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,blues.00045.wav,5,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,blues.00045.wav,6,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,blues.00045.wav,7,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,blues.00045.wav,8,blues,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,blues.00045.wav,9,blues,0.0,0.0,3.2343908e-13,0.0,1.0,1.9016676e-37,0.0,0.0,0.0,0.0
66,blues.00045.wav,10,blues,0.0,0.0,0.0,0.0,1.0,8.956759e-17,0.0,0.0,0.0,0.0
67,blues.00045.wav,11,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,blues.00045.wav,12,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,blues.00045.wav,13,blues,0.0,0.0,1.0,2.3831755e-17,0.0,0.0,0.0,0.0,0.0,0.0
70,blues.00048.wav,0,blues,1.0,0.0,0.0,0.0,0.0,3.557667e-28,0.0,0.0,0.0,0.0
71,blues.00048.wav,1,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,blues.00048.wav,2,blues,0.0,0.0,1.8914585e-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,blues.00048.wav,3,blues,0.0,0.0,1.0,2.5080355e-20,0.0,0.0,0.0,0.0,0.0,0.0
74,blues.00048.wav,4,blues,0.0,0.0,1.0,1.5053352e-15,0.0,0.0,0.0,0.0,0.0,0.0
75,blues.00048.wav,5,blues,0.0,0.0,0.88874066,0.1112593,0.0,1.6538632e-37,0.0,0.0,0.0,0.0
76,blues.00048.wav,6,blues,0.0,0.0,1.0,4.7308535e-27,0.0,0.0,0.0,0.0,0.0,0.0
77,blues.00048.wav,7,blues,1.6983087e-27,0.0,0.99994135,5.8626643e-05,0.0,0.0,0.0,0.0,0.0,0.0
78,blues.00048.wav,8,blues,1.0921326e-27,0.0,3.751082e-07,0.99999964,0.0,1.5438685e-08,0.0,0.0,0.0,0.0
79,blues.00048.wav,9,blues,1.0,0.0,2.5363875e-14,2.7873868e-15,0.0,0.0,0.0,0.0,0.0,0.0
80,blues.00048.wav,10,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,blues.00048.wav,11,blues,4.3301453e-26,0.0,2.4075896e-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,blues.00048.wav,12,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,blues.00048.wav,13,blues,0.0,0.0,5.851703e-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,blues.00054.wav,0,blues,0.0,0.0,9.341539e-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,blues.00054.wav,1,blues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,blues.00054.wav,2,blues,3.932734e-31,0.0,1.160227e-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,blues.00054.wav,3,blues,0.0,0.0,0.0,1.0,6.8325346e-38,0.0,0.0,0.0,0.0,0.0
88,blues.00054.wav,4,blues,1.1235964e-24,0.0,0.0,1.0,5.2088854e-11,0.0,0.0,0.0,0.0,0.0
89,blues.00054.wav,5,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,blues.00054.wav,6,blues,1.0,0.0,5.079283e-33,1.4181884e-23,0.0,0.0,0.0,0.0,0.0,0.0
91,blues.00054.wav,7,blues,2.0048827e-18,0.0,1.0,3.6248747e-21,0.0,0.0,0.0,0.0,0.0,0.0
92,blues.00054.wav,8,blues,0.0,0.0,3.3522704e-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,blues.00054.wav,9,blues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,blues.00054.wav,10,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,blues.00054.wav,11,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,blues.00054.wav,12,blues,6.1124386e-17,0.0,0.0,0.30761793,0.69238204,0.0,0.0,0.0,0.0,0.0
97,blues.00054.wav,13,blues,0.99988604,0.0,3.6397798e-32,0.00011389625,5.675049e-33,0.0,0.0,0.0,0.0,0.0
98,blues.00058.wav,0,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,blues.00058.wav,1,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,blues.00058.wav,2,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,blues.00058.wav,3,blues,0.0,0.0,0.00011971574,0.9988765,0.0,0.0,0.0,0.0,0.001003745,0.0
102,blues.00058.wav,4,blues,1.0,0.0,2.2034354e-12,3.6686255e-13,2.0126523e-34,7.9725196e-22,0.0,0.0,6.6025787e-12,0.0
103,blues.00058.wav,5,blues,0.0,0.0,1.0,3.942109e-22,0.0,0.0,0.0,0.0,0.0,0.0
104,blues.00058.wav,6,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,blues.00058.wav,7,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,blues.00058.wav,8,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,blues.00058.wav,9,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,blues.00058.wav,10,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,blues.00058.wav,11,blues,0.0,0.0,1.4984899e-21,0.0,0.0,0.0,0.0,0.0,1.0,0.0
110,blues.00058.wav,12,blues,0.0,0.0,2.192665e-16,1.6972918e-22,0.0,0.0,0.0,0.0,1.0,0.0
111,blues.00058.wav,13,blues,0.0,0.0,1.0,4.579059e-12,0.0,0.0,0.0,0.0,0.0,0.0
112,blues.00074.wav,0,blues,7.3855413e-06,0.0,4.2272823e-30,0.9999926,6.973152e-36,0.0,0.0,0.0,0.0,0.0
113,blues.00074.wav,1,blues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
114,blues.00074.wav,2,blues,1.5583795e-36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,blues.00074.wav,3,blues,2.768736e-05,0.0,0.0,0.99997234,0.0,0.0,0.0,0.0,0.0,0.0
116,blues.00074.wav,4,blues,0.0,0.0,1.7429657e-26,0.0,0.99995995,4.010161e-05,0.0,0.0,0.0,0.0
117,blues.00074.wav,5,blues,0.0,0.0,8.2435263e-13,8.3385896e-38,2.028078e-05,0.99997973,0.0,0.0,0.0,0.0
118,blues.00074.wav,6,blues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,blues.00074.wav,7,blues,0.0,0.0,0.0,0.99957377,0.00042627062,0.0,0.0,0.0,1.2647477e-21,0.0
120,blues.00074.wav,8,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
121,blues.00074.wav,9,blues,0.0,0.0,0.0,7.402754e-34,1.6867716e-29,0.0,0.0,0.0,1.0,0.0
122,blues.00074.wav,10,blues,1.0,0.0,0.0,9.9024544e-36,0.0,0.0,0.0,0.0,0.0,0.0
123,blues.00074.wav,11,blues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,blues.00074.wav,12,blues,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,blues.00074.wav,13,blues,1.3877767e-20,0.0,0.0,6.131865e-16,0.0,1.0,0.0,0.0,0.0,0.0
126,blues.00080.wav,0,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,blues.00080.wav,1,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,blues.00080.wav,2,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,blues.00080.wav,3,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,blues.00080.wav,4,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,blues.00080.wav,5,blues,0.0,0.0,5.0699584e-31,4.3449707e-26,0.0,0.0,0.0,0.0,1.0,0.0
132,blues.00080.wav,6,blues,0.0,0.0,6.5742556e-06,0.99999344,0.0,0.0,0.0,0.0,3.6962984e-08,0.0
133,blues.00080.wav,7,blues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,blues.00080.wav,8,blues,0.0,0.0,1.0,1.5996351e-24,0.0,0.0,0.0,0.0,0.0,0.0
135,blues.00080.wav,9,blues,0.0,0.0,2.4105659e-12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,blues.00080.wav,10,blues,0.0,0.0,1.2229947e-21,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,blues.00080.wav,11,blues,0.0,0.0,0.99999285,0.0,0.0,7.198842e-06,0.0,0.0,0.0,0.0
138,blues.00080.wav,12,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,blues.00080.wav,13,blues,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,classical.00014.wav,0,classical,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,classical.00014.wav,1,classical,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,classical.00014.wav,2,classical,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,classical.00014.wav,3,classical,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,classical.00014.wav,4,classical,0.0,1.5186366e-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,classical.00014.wav,5,classical,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
